State,perHoush,pct12-29,pct65up,pctUrban,pctPoverty,pctUnemploy,pctAllDivorc,pctHousOccup,persEmergShelt,persHomeless,nonViolPerPop,medIncome,pop,countyCode
RI,2.65,29.43,12.79,100.0,22.33,9.85,12.82,90.54,7,0,5038.73,18617.0,17637.0,7
NJ,2.27,28.47,14.77,100.0,2.77,4.89,12.43,93.41,0,0,3951.38,32955.0,19211.0,5
MN,2.71,35.24,11.49,0.0,13.02,4.37,6.41,94.69,0,0,3194.08,25392.0,12023.0,83
ME,2.55,25.93,13.12,97.28,10.91,6.69,11.77,91.75,0,0,2993.76,27493.0,24309.0,1
VA,2.59,26.17,14.86,100.0,5.16,2.39,11.55,95.34,1,4,2959.81,29047.0,23756.0,775
WI,2.51,28.94,11.22,100.0,13.39,5.42,10.54,96.62,150,1,4114.51,26770.0,,9
NJ,3.36,38.09,6.31,100.0,2.88,4.6,6.83,96.28,0,0,2631.36,50451.0,47089.0,23
MA,2.46,28.31,14.76,100.0,9.6,7.59,9.73,94.24,0,0,4253.46,,35701.0,17
MA,2.71,27.19,9.72,95.07,3.61,5.46,7.89,95.17,0,0,1354.53,45191.0,17233.0,17
NH,2.47,29.69,12.17,100.0,8.99,7.07,12.1,90.93,147,1,5388.97,31911.0,99567.0,11
PA,2.66,21.33,12.53,100.0,3.81,3.78,6.35,97.65,0,0,1243.34,41149.0,33823.0,3
MA,2.72,25.71,10.12,4.89,6.25,8.27,10.59,92.09,19,0,2172.27,37889.0,14997.0,9
MA,2.76,25.62,11.44,60.25,5.87,6.65,7.42,95.21,0,0,1004.61,40059.0,10415.0,27
MA,2.94,23.66,6.89,80.58,2.82,4.57,7.29,97.08,0,0,1335.8,57963.0,11929.0,27
OH,2.51,25.89,11.19,100.0,4.01,3.59,10.63,95.71,0,0,11021.63,38128.0,10621.0,61
PA,2.54,29.84,13.49,100.0,21.12,9.51,13.61,94.46,68,0,6255.88,20290.0,31933.0,81
VA,2.92,25.58,7.49,100.0,2.84,2.91,6.91,96.89,0,0,1491.4,43236.0,11005.0,735
WI,3.02,25.15,7.6,100.0,2.66,2.93,5.67,96.6,0,0,1217.03,,16813.0,133
MI,2.7,19.48,16.5,100.0,1.74,2.21,5.22,98.34,0,0,1960.9,55657.0,17715.0,163
WI,2.47,23.19,17.02,0.0,10.65,5.79,8.74,95.75,0,0,4975.71,24202.0,32520.0,71
MI,2.98,27.7,7.7,0.0,2.87,4.31,7.69,91.45,3,0,2306.66,47421.0,11604.0,93
MA,3.08,30.08,7.33,74.01,4.0,4.71,6.73,95.95,0,0,2241.7,50647.0,19807.0,5
NJ,2.75,24.83,17.97,97.87,16.09,7.29,8.54,91.41,101,5,5701.29,29211.0,45048.0,29
WI,2.46,28.04,11.76,100.0,9.92,4.43,11.12,96.97,0,0,4591.25,27264.0,14638.0,139
WI,2.53,23.47,11.92,100.0,4.54,1.79,8.2,95.42,0,0,3985.66,44495.0,12236.0,79
WI,2.68,30.02,8.45,100.0,6.13,3.09,10.66,96.24,13,0,3294.13,36192.0,56958.0,133
RI,3.12,31.28,11.18,83.02,4.34,4.82,6.38,97.24,0,0,1365.91,42523.0,19163.0,7
NJ,2.8,24.73,14.34,100.0,5.46,4.26,9.35,97.57,0,0,5439.81,36097.0,34738.0,7
OH,2.61,23.66,10.49,100.0,2.12,3.98,7.36,95.52,0,0,2642.98,44277.0,12551.0,173
NJ,2.47,20.6,17.98,100.0,1.73,2.54,6.58,96.36,0,0,1960.93,55248.0,13597.0,13
NY,2.48,26.73,14.94,0.0,16.3,10.35,13.08,94.08,0,1,5460.57,22955.0,12929.0,75
RI,2.83,20.91,12.62,100.0,1.8,3.98,6.07,96.36,0,0,1907.48,53058.0,15849.0,1
PA,2.8,27.11,10.46,100.0,4.15,2.91,9.52,93.13,0,0,2974.9,40216.0,15004.0,45
NJ,2.77,24.15,12.4,100.0,8.42,5.32,11.38,95.32,21,0,4592.69,46758.0,24850.0,3
OH,2.51,29.63,12.01,100.0,26.53,10.39,17.53,90.42,406,5,9465.95,19779.0,182044.0,113
PA,2.7,27.88,6.77,97.55,1.55,3.06,7.87,93.9,0,0,4043.13,50598.0,12403.0,29
NY,2.51,24.85,13.51,100.0,7.68,5.02,10.22,93.81,539,3,5410.63,44004.0,48718.0,119
MN,2.99,29.18,6.09,0.0,7.0,6.97,8.52,96.01,3,0,3511.82,37549.0,11143.0,141
NJ,2.39,26.53,14.34,100.0,6.09,3.63,11.82,95.03,0,0,4817.69,33026.0,15289.0,7
CT,3.11,24.16,7.42,58.3,2.09,4.25,5.53,96.96,0,0,1737.61,59967.0,,1
NJ,3.01,24.87,10.6,99.52,2.43,4.65,5.9,96.35,0,0,1572.73,,68183.0,25
MA,3.12,26.18,6.83,42.9,4.11,7.29,7.51,95.6,0,0,2289.04,46932.0,,23
MA,2.81,26.28,12.41,76.34,5.86,7.65,8.68,94.83,0,0,1636.64,36634.0,13371.0,27
NJ,2.78,24.06,14.09,100.0,3.34,5.04,7.04,97.39,19,0,1791,45713.0,24458.0,3
PA,2.72,26.72,18.33,96.05,4.73,2.8,6.47,97.44,0,0,3272.79,37044.0,11207.0,133
OH,2.67,25.82,13.19,100.0,7.67,6.57,9.32,94.48,0,0,5431.47,34704.0,18334.0,95
PA,2.91,22.68,11.43,69.81,3.75,5.87,4.98,97.27,0,0,3500.34,33219.0,15945.0,129
PA,2.83,22.89,13.59,100.0,2.33,2.72,3.91,97.9,0,0,2105.79,,11768.0,91
PA,2.71,19.25,17.05,90.75,2.42,2.34,6.78,96.79,0,0,2995.85,41450.0,28880.0,71
NY,2.47,31.43,10.4,100.0,23.5,8.8,15.12,92.54,294,1,10038.61,22785.0,231636.0,55
MA,2.79,32.56,10.69,100.0,17.99,10.68,10.84,91.85,182,50,7762.64,29351.0,103439.0,17
MA,2.21,18.83,27.51,99.32,9.5,7.93,9.84,60.29,12,0,4164.63,,21174.0,1
OH,2.93,21.37,9.66,100.0,2.48,2.32,5.53,96.06,0,0,1916.34,54005.0,18548.0,35
NJ,3.29,31.78,7.72,100.0,36.56,16.3,16.34,88.35,293,122,12109.83,17386.0,87492.0,7
PA,2.85,25.19,6.51,0.0,2.54,4.56,7.53,95.49,0,0,1592.89,41006.0,,19
NH,2.95,28.51,5.8,69.47,2.89,6.71,8.33,96.06,0,0,2153.53,47859.0,19530.0,11
NJ,2.83,26.78,8.07,97.18,3.47,4.49,7.65,94.64,0,0,2659.71,47482.0,56475.0,23
NJ,2.84,25.22,10.67,100.0,1.6,3.8,9.2,96.22,0,0,1337.28,53781.0,10978.0,27
VA,2.35,25.45,15.0,100.0,16.08,5.47,15.09,92.44,285,15,5007.38,22591.0,96397.0,770
NY,2.87,42.55,11.83,0.0,20.2,6.3,9.96,94.94,43,0,5117.28,22550.0,19801.0,
NY,2.61,25.74,14.86,100.0,11.03,6.48,9.21,95.42,253,10,4494.53,36376.0,188082.0,119
MI,2.95,23.78,6.89,0.0,3.23,3.55,8.24,87.13,0,0,2209.49,48481.0,13083.0,93
MN,3.58,47.34,7.68,0.0,10.89,3.05,5.59,95.82,0,0,3217.59,30613.0,14514.0,131
MN,2.47,26.35,15.06,100.0,3.71,3.56,7.68,95.4,0,0,6203.2,37862.0,33485.0,123
NY,3.19,53.37,10.44,0.0,23.4,5.3,6.63,93.38,1,0,2654.8,20628.0,13954.0,77
PA,2.45,23.42,11.0,92.67,1.8,2.32,8.45,95.83,0,0,1918.69,61144.0,28028.0,29
MA,2.48,25.76,16.57,94.41,9.27,6.53,10.45,88.85,0,0,3662.44,30067.0,16196.0,27
OH,2.65,29.62,13.69,0.0,10.69,6.44,9.55,93.94,0,0,3868.68,,18604.0,147
NJ,3.04,23.75,12.71,100.0,1.23,2.97,5.0,97.63,0,0,1773.91,60688.0,11538.0,27
NH,3.07,30.98,10.06,60.79,3.14,5.66,7.14,94.76,0,0,2260.58,42160.0,14621.0,11
MN,2.34,21.86,19.67,0.0,10.27,4.37,8.73,95.4,0,0,3748.06,22257.0,21907.0,99
PA,2.79,26.68,10.25,100.0,4.28,4.5,9.56,94.28,0,0,2778.4,40287.0,34997.0,17
PA,2.93,20.11,9.68,84.41,2.51,3.39,4.81,96.83,0,0,1549.65,53045.0,14467.0,125
VA,3.06,57.65,7.97,0.0,32.21,6.07,5.86,94.74,0,0,2627.45,19487.0,15940.0,750
RI,2.9,29.94,14.68,100.0,5.8,7.24,7.15,93.67,0,0,1736.87,34165.0,21625.0,1
NJ,2.89,22.18,11.06,100.0,2.1,3.11,5.56,96.4,8,0,1240.86,75221.0,24152.0,3
MI,2.27,19.67,24.63,100.0,4.42,4.24,8.08,97.45,0,0,14440.11,33098.0,14903.0,
VA,2.56,27.69,11.83,100.0,14.41,7.2,13.59,93.65,0,1,5299.81,,23101.0,670
MA,2.67,24.48,13.95,100.0,4.16,6.39,7.2,97.65,0,0,2121.46,,24825.0,17
MI,2.79,27.85,10.82,100.0,9.58,7.4,13.93,97.45,0,0,6088.26,31250.0,19899.0,163
MA,2.6,27.13,12.43,100.0,4.13,5.56,9.07,94.95,7,0,2813.69,,54063.0,21
MN,3.43,28.64,1.66,100.0,3.64,5.2,5.5,98.03,0,0,2907.96,46515.0,15216.0,3
WI,2.62,27.16,11.21,100.0,7.09,3.85,8.91,97.19,24,0,3807.28,32375.0,56177.0,87
MI,2.65,26.19,7.9,100.0,4.21,3.99,10.07,95.87,0,0,5240.51,39045.0,41042.0,77
NJ,2.94,24.59,12.81,0.0,5.43,5.46,7.78,84.92,0,0,1690.61,36469.0,,29
MI,2.52,27.86,12.55,0.0,15.71,12.21,13.34,96.44,0,0,3482.74,23220.0,16322.0,155
CT,2.72,28.95,10.16,100.0,5.76,5.4,9.92,92.85,65,41,5201.39,43832.0,,
MI,2.75,26.35,8.7,50.33,3.77,5.94,8.96,97.15,0,0,4083.88,43937.0,11511.0,49
OH,2.46,34.21,8.22,100.0,17.26,5.91,13.93,92.42,574,5,7860.14,26630.0,632270.0,49
MA,2.63,27.84,12.17,100.0,8.83,7.13,10.52,91.81,44,1,4499.45,36945.0,51418.0,9
MI,2.41,23.23,16.88,0.0,13.45,9.29,10.56,94.24,0,0,5340.15,20472.0,11354.0,7
VA,2.42,28.4,13.71,0.0,11.3,4.77,14.24,92.62,0,1,7368.42,26086.0,21947.0,840
MA,2.74,24.23,12.83,100.0,4.59,5.29,8.33,96.64,0,0,4886.34,43759.0,24174.0,9
OH,2.57,26.73,10.88,100.0,8.46,4.81,11.01,96.11,0,0,2464.39,36043.0,54052.0,35
MA,2.43,37.35,9.16,100.0,10.7,5.15,9.51,93.87,252,33,5843.37,33140.0,95802.0,17
NY,2.48,24.92,17.24,0.0,18.67,11.19,11.06,94.96,0,0,4533.01,20742.0,13989.0,13
PA,2.76,23.25,13.24,90.4,5.32,6.27,5.92,97.53,0,0,1386.17,32066.0,28158.0,129
CT,2.5,30.11,15.26,100.0,12.8,7.84,10.84,93.3,62,10,6652.17,30121.0,75491.0,3
PA,2.97,23.99,9.22,17.13,3.11,1.98,6.39,97.51,0,0,2090.88,44717.0,10582.0,17
MD,2.66,27.66,12.39,100.0,21.87,9.16,15.65,91.04,1144,387,9901.59,24045.0,736014.0,510
WI,2.8,29.25,12.48,0.0,10.81,3.9,8.89,97.36,19,0,3879.54,,12388.0,55
CT,2.76,24.96,15.01,91.77,3.61,4.16,6.86,95.88,22,8,3813.53,55752.0,53418.0,1
NJ,3.19,25.61,5.56,100.0,1.74,5.57,6.06,95.53,0,0,1059.59,60026.0,12623.0,31
NJ,2.44,24.97,16.34,100.0,5.72,5.57,8.24,95.66,0,1,4309.42,39822.0,45061.0,13
MN,2.72,39.16,13.71,0.0,17.15,6.14,6.8,96.41,0,0,5755.48,22497.0,25399.0,169
NJ,2.61,24.24,15.11,100.0,5.18,3.87,8.82,89.67,0,0,6964.85,51814.0,14061.0,17
MI,2.62,23.46,13.04,100.0,4.21,4.54,8.39,97.23,0,0,2024.21,41129.0,20586.0,163
NJ,3.06,23.73,12.6,100.0,2.34,4.1,4.94,97.74,0,0,2994.77,51129.0,,5
MI,2.63,17.45,15.76,100.0,1.33,2.86,5.69,97.21,0,0,2439.98,66844.0,10092.0,163
WI,2.52,23.98,14.81,0.0,9.09,4.57,7.78,95.38,0,0,2858.43,25710.0,13030.0,71
PA,2.51,24.78,16.8,100.0,18.03,8.18,10.62,91.13,43,0,2708.2,20695.0,51881.0,13
MN,2.81,25.48,4.04,100.0,2.7,4.34,10.29,97.37,0,0,1345.39,,11041.0,123
MI,2.53,29.29,12.97,100.0,11.85,8.95,14.83,94.31,73,14,5232.13,25716.0,,99
NJ,2.83,30.45,11.66,93.97,3.72,3.01,7.48,94.47,99,0,7399.16,51035.0,,21
MA,2.84,24.31,11.36,100.0,2.1,5.21,6.07,97.88,0,0,1377.95,52783.0,22539.0,17
NJ,2.35,28.69,12.87,100.0,6.99,4.35,12.11,54.83,0,0,5382.32,35989.0,,1
MA,2.85,28.78,9.6,84.31,3.26,8.24,8.14,96.91,0,0,3764.7,45165.0,25594.0,17
RI,2.5,27.93,14.29,100.0,13.92,9.35,11.19,93.77,44,0,2444.09,25363.0,43877.0,7
NJ,2.3,26.85,12.06,100.0,5.83,5.21,8.98,94.64,0,0,2253.09,39603.0,,23
RI,2.95,30.61,9.92,90.82,5.04,4.74,7.94,92.72,0,0,2133.67,35228.0,19460.0,5
MI,2.77,27.83,9.2,100.0,3.67,3.4,7.82,96.12,0,0,3496.83,,15624.0,81
OH,2.87,23.88,7.39,100.0,2.3,3.59,6.77,93.78,0,0,2084.49,50916.0,35308.0,35
MA,2.54,21.6,13.15,0.0,5.29,6.32,9.31,90.72,0,0,1988.55,42386.0,11873.0,9
MI,2.51,30.4,8.84,100.0,19.56,8.43,15.33,93.93,102,3,6197.61,26339.0,122700.0,65
MA,2.76,25.49,13.23,100.0,4.88,6.41,7.48,96.7,0,0,3229.34,,30093.0,21
OH,2.6,25.16,15.78,0.0,19.15,10.91,10.34,88.98,0,0,2449.13,21144.0,,7
MN,2.39,20.79,17.63,0.0,11.0,4.67,9.14,94.55,0,0,5759.96,24091.0,11265.0,91
MI,2.74,25.09,11.83,100.0,6.68,5.73,9.8,96.92,0,0,2064.9,39735.0,13894.0,163
OH,2.77,22.49,10.12,94.86,3.66,4.07,7.89,94.9,0,0,4376.74,47335.0,39983.0,95
NJ,3.02,27.35,8.87,97.97,1.88,4.38,7.42,93.86,0,0,3024.91,46573.0,13178.0,5
MI,2.54,28.42,12.51,100.0,24.71,11.02,17.02,93.84,44,0,5842.69,,37446.0,75
MA,3.07,22.5,7.47,90.78,1.67,4.2,5.85,97.91,0,0,1069.52,66084.0,10531.0,21
MI,2.68,28.64,11.99,100.0,35.13,18.28,18.29,92.08,0,0,12061.01,13778.0,13176.0,121
ME,2.61,33.58,14.56,0.0,16.04,7.63,11.17,93.94,0,0,5884.53,22617.0,17173.0,11
NJ,2.95,29.47,12.54,100.0,15.19,10.91,11.72,94.61,14,0,6534.41,,41967.0,23
WI,2.57,25.51,10.72,100.0,5.96,4.46,9.7,97.44,0,0,3316.51,32285.0,23219.0,139
MA,2.44,25.19,15.4,100.0,9.74,7.56,11.11,93.63,22,0,3452.56,29987.0,48622.0,3
NJ,2.91,27.24,11.35,100.0,13.81,6.97,12.19,95.66,59,2,6982.13,33527.0,10639.0,5
NJ,2.96,26.9,11.04,100.0,5.98,6.38,8.82,96.66,0,0,6080.67,41187.0,21044.0,39
NJ,2.44,22.97,19.59,100.0,3.43,4.71,6.77,88.26,0,0,2629.54,39433.0,13790.0,3
NJ,2.8,28.53,12.21,100.0,6.06,6.22,7.75,92.82,0,0,5695.64,37840.0,34874.0,17
NJ,2.57,22.74,14.07,100.0,2.62,3.06,6.92,96.14,0,0,2049.66,66464.0,19757.0,39
NJ,2.9,27.73,7.82,97.68,3.35,5.21,9.86,93.13,76,0,3708.2,41224.0,53797.0,7
NJ,2.73,21.64,13.3,100.0,3.21,3.45,6.66,97.37,0,0,4659.2,57568.0,,13
MA,2.72,27.46,10.93,73.23,4.99,6.26,8.26,95.31,0,0,751.1,,13035.0,27
MA,2.56,23.99,15.82,100.0,3.64,3.87,6.36,96.95,0,0,1342.18,53488.0,24720.0,
RI,2.7,23.98,13.33,84.62,3.73,5.4,6.38,95.96,0,0,2670.85,40683.0,29038.0,7
MI,2.36,24.76,14.81,100.0,5.83,5.77,10.94,91.61,0,0,6927.24,40579.0,75728.0,125
CT,2.55,25.03,13.1,78.51,4.56,4.71,8.73,95.35,0,0,2468.03,39864.0,14288.0,9
CT,2.51,21.5,18.84,100.0,3.63,3.96,7.19,95.58,0,0,3845.13,49642.0,,
MN,2.61,30.96,7.79,100.0,6.54,3.98,8.72,96.73,0,0,3553.58,40324.0,22207.0,123
MN,2.57,26.07,11.6,100.0,3.85,4.76,9.9,97.18,0,0,3029.39,37093.0,23788.0,53
OH,2.47,27.27,12.86,100.0,6.04,4.9,12.39,95.39,0,0,2685.53,29647.0,12038.0,61
MN,2.82,29.74,7.71,0.0,5.08,4.65,9.1,95.92,0,0,5011.39,37783.0,11739.0,139
NJ,3.07,23.77,7.79,100.0,1.53,2.99,5.66,97.21,0,0,696.61,63384.0,,3
PA,2.49,22.05,20.09,0.0,19.69,10.36,11.59,91.26,43,0,3541.16,,28334.0,73
PA,2.47,22.27,15.95,83.06,4.02,3.26,7.62,96.43,0,0,5166.28,,14369.0,133
PA,2.53,27.7,17.47,100.0,26.75,12.86,13.01,90.38,16,0,1702.05,14423.0,10687.0,7
SD,2.86,48.62,8.87,0.0,22.83,3.91,5.54,94.56,0,0,3092.01,20184.0,16270.0,11
MA,2.62,25.45,11.06,78.65,3.45,4.41,9.05,93.5,0,0,2159.59,44044.0,14133.0,27
MI,2.82,26.89,8.72,67.59,13.7,8.32,10.82,96.51,0,0,2122.79,32083.0,12747.0,145
MI,2.93,28.64,4.75,100.0,3.61,5.09,8.85,95.72,0,0,5862.24,47513.0,11631.0,163
CA,2.82,26.29,10.71,99.98,5.85,4.43,10.99,96.47,217,122,3809.32,,280039.0,81
MA,2.55,25.44,11.5,100.0,5.57,5.92,9.12,96.2,0,0,1537.58,43253.0,10325.0,17
VA,2.69,30.86,8.9,100.0,10.82,5.87,12.25,92.63,18,1,5054.1,30144.0,133793.0,650
MI,2.85,29.94,7.33,100.0,11.92,8.88,12.96,96.63,0,0,6260.61,32659.0,70811.0,163
NY,2.58,33.11,11.62,0.0,8.87,5.46,9.93,90.11,1,0,4814.15,,25001.0,91
NH,3.14,21.75,7.89,16.52,2.24,3.83,5.17,96.17,0,0,992.67,63782.0,12563.0,
WI,2.75,27.68,10.66,0.0,4.37,3.43,8.48,97.74,2,0,4516.13,34337.0,23916.0,131
OH,2.39,24.54,14.74,0.0,12.51,8.37,12.04,94.68,0,0,2735.22,22405.0,15698.0,157
OH,2.7,26.32,9.27,86.67,7.4,3.68,11.29,96.07,0,0,3842.07,34670.0,25265.0,49
NJ,2.9,21.07,17.32,100.0,3.0,3.13,6.12,98.41,0,0,2542.3,55464.0,12053.0,13
NJ,2.41,26.47,16.65,100.0,24.97,9.63,17.11,72.74,594,22,27010.77,20309.0,37986.0,1
PA,2.38,24.64,15.54,100.0,3.39,3.84,9.18,96.13,0,0,1832.19,35795.0,11712.0,45
PA,2.6,25.44,13.02,57.76,4.98,2.34,8.51,96.41,43,0,4285.48,34720.0,11999.0,71
MI,2.5,26.49,14.05,100.0,18.06,13.52,12.56,95.1,26,0,4839,21380.0,38936.0,17
RI,2.81,22.52,14.89,64.68,4.08,6.22,5.73,97.24,0,0,1995.2,41449.0,,7
NH,2.8,26.19,9.06,80.84,3.81,6.35,9.48,92.81,0,0,5796.21,,25746.0,15
CT,2.74,24.99,8.99,0.0,3.33,4.84,9.91,86.1,46,0,1732.65,45884.0,12767.0,7
MA,2.75,23.26,16.04,100.0,3.49,6.26,5.96,96.92,0,0,2015.15,36418.0,17655.0,5
MI,2.65,28.82,11.06,100.0,28.51,17.07,17.63,91.47,0,0,7401.15,17500.0,11314.0,163
MA,2.61,24.33,14.56,0.0,11.67,10.77,11.23,90.48,0,0,2975.94,27095.0,,27
NJ,2.99,27.04,8.65,59.2,3.76,5.68,7.35,93.94,0,0,4227.9,44690.0,33233.0,29
NJ,2.98,25.19,11.48,100.0,2.28,3.91,5.81,96.63,0,0,5088.28,59290.0,47025.0,31
RI,2.69,24.14,13.46,59.79,5.59,5.39,7.11,93.8,0,0,2489.71,36170.0,,5
OH,2.75,24.99,8.35,100.0,3.06,3.14,8.75,96.41,0,0,2315.53,39638.0,27702.0,153
NJ,2.25,27.33,12.89,100.0,6.97,5.79,13.16,92.99,81,0,5056.46,38976.0,37049.0,3
PA,2.66,21.33,11.93,79.95,1.08,2.8,6.97,94.9,0,0,5085.98,52193.0,12179.0,91
CT,2.79,22.0,16.12,100.0,2.45,3.69,6.43,96.85,0,0,3303,49148.0,22247.0,9
PA,2.46,27.39,15.05,100.0,12.86,6.26,12.07,93.73,100,11,6474.08,25983.0,105090.0,77
NJ,2.59,23.51,14.86,100.0,3.14,4.48,8.84,87.53,18,0,2744.13,40798.0,,29
NJ,3.06,21.65,8.92,35.17,0.73,4.11,4.48,96.04,0,0,2010.14,72369.0,10830.0,35
MA,2.24,17.97,25.87,61.47,10.56,8.65,9.96,42.71,0,0,4911.56,27900.0,,1
MA,2.68,25.18,12.85,100.0,4.6,5.31,8.24,96.25,81,0,4012.02,39800.0,47039.0,9
PA,2.37,26.36,16.07,0.0,14.61,4.84,13.64,95.2,4,0,3631.1,21619.0,24800.0,75
MI,2.48,30.5,8.91,100.0,4.98,3.43,11.16,93.33,0,0,4524.15,34324.0,37826.0,81
PA,2.28,26.14,17.24,0.0,23.2,7.39,14.39,92.86,25,0,3025.47,17391.0,15714.0,19
NJ,2.78,22.99,16.31,0.0,4.29,6.1,6.9,83.64,0,0,2719.18,37397.0,22141.0,29
CT,2.57,25.35,15.41,100.0,7.59,7.55,9.18,95.42,0,0,2952.19,34181.0,18403.0,9
RI,2.67,21.94,10.43,65.95,4.72,4.07,8.08,95.41,0,0,2377.75,50896.0,,3
OH,2.39,26.59,10.73,100.0,5.23,2.27,11.95,93.41,0,0,6072.7,36332.0,,61
VA,3.32,58.9,10.29,100.0,19.37,4.87,6.34,87.58,0,0,3689.11,25393.0,11530.0,830
OH,2.63,24.21,16.07,100.0,4.18,4.41,8.76,98.4,0,0,2181.29,32964.0,14558.0,85
PA,2.81,23.6,15.8,100.0,3.18,2.81,5.58,97.31,109,0,1110.39,48210.0,,45
NJ,2.48,26.7,13.79,100.0,14.72,8.57,13.16,84.68,0,1,7304.97,30693.0,28658.0,25
CT,2.74,22.59,12.44,22.54,2.72,3.46,7.58,95.26,0,0,1118.88,50714.0,11427.0,3
WI,2.55,36.37,13.44,100.0,21.04,6.24,9.22,95.56,25,0,5634.96,21947.0,51003.0,63
MI,2.31,24.83,14.22,100.0,4.56,4.36,11.33,97.19,76,0,3851.07,36835.0,65410.0,125
NJ,2.58,26.87,12.46,100.0,3.86,4.19,8.82,95.71,0,0,4050.74,44933.0,10982.0,31
MN,2.73,24.11,5.45,100.0,2.77,2.45,8.57,96.89,0,0,1135.78,48828.0,24587.0,123
MA,2.71,20.91,14.33,100.0,3.29,4.35,5.74,97.65,0,0,1648.7,60357.0,27557.0,21
OH,2.79,28.45,11.98,100.0,21.57,12.83,15.97,87.38,70,0,7747.54,21061.0,45549.0,3
CT,2.63,19.84,12.35,100.0,3.15,3.17,8.95,94.26,17,1,3285.04,81957.0,24410.0,1
ME,2.28,30.02,12.71,100.0,14.03,6.75,13.46,90.23,188,1,7289.29,26576.0,64358.0,5
OH,2.49,25.94,13.42,0.0,15.52,9.53,13.45,94.53,0,0,4888.35,22023.0,13496.0,33
NJ,2.93,30.55,11.16,100.0,7.64,7.19,10.81,96.23,0,4,3973.1,38822.0,15115.0,27
OH,2.63,29.18,13.81,0.0,12.13,6.47,10.96,95.16,4,0,2268.33,24536.0,20079.0,5
MN,2.43,23.1,17.19,0.0,14.86,4.36,9.06,94.34,0,0,4181.54,,12362.0,111
CT,2.87,19.73,9.26,33.65,3.02,3.83,5.99,95.6,0,0,1336.95,87686.0,15989.0,1
NJ,2.91,25.38,9.89,86.05,3.2,3.2,7.41,95.69,0,0,4004.92,42841.0,10074.0,15
SD,2.49,29.65,13.57,0.0,12.2,3.57,8.26,93.54,10,0,3358.43,,,13
CT,2.51,21.17,13.14,76.4,2.61,3.47,8.53,94.9,7,0,4071.35,52979.0,20608.0,3
NJ,2.81,26.81,5.75,90.52,2.24,2.47,8.85,94.68,0,0,2321.27,51676.0,35309.0,5
WI,2.69,29.94,5.78,100.0,5.22,3.59,8.49,97.36,0,0,4888,,16376.0,9
RI,3.32,39.37,10.09,0.0,6.95,5.25,6.7,75.75,11,0,1776.18,36481.0,24631.0,9
CT,2.58,26.0,11.86,100.0,6.29,5.08,9.86,94.73,132,18,5005.64,49787.0,108056.0,1
MN,2.67,31.73,5.84,100.0,5.98,4.93,11.03,96.25,0,0,3843.81,37117.0,12541.0,123
NJ,2.59,20.42,15.35,100.0,2.8,1.78,6.74,96.54,0,0,3366.83,56585.0,11628.0,7
MN,2.4,22.84,18.15,100.0,5.0,4.55,9.87,97.61,0,0,5020.45,33107.0,14396.0,53
CT,2.56,26.36,11.33,100.0,5.2,4.69,10.29,94.84,121,7,4981.58,48171.0,78331.0,1
OH,2.36,29.98,12.22,100.0,24.34,7.84,14.85,91.28,989,23,7194.74,21006.0,364040.0,61
MA,3.57,34.89,7.15,49.98,4.74,6.22,9.66,95.46,0,0,1106.39,41933.0,21249.0,23
NY,2.48,26.41,14.11,0.0,14.45,7.44,12.01,95.09,0,0,4450.68,25000.0,24426.0,63
MI,2.4,29.64,14.04,98.8,11.91,5.34,11.13,93.85,6,0,4356.7,28070.0,20976.0,77
CT,2.6,26.02,13.3,100.0,3.04,4.62,9.62,96.53,0,6,2214.86,43593.0,12358.0,3
MA,2.77,23.43,9.34,0.0,9.32,3.76,9.95,95.91,0,0,1722.24,,10579.0,15
NJ,2.53,27.15,13.45,100.0,3.34,5.37,8.23,96.92,0,0,2489.79,43365.0,12805.0,39
MA,2.9,24.36,11.73,94.74,1.72,2.78,7.68,97.33,0,0,1039.19,57561.0,12996.0,17
CT,2.77,23.91,7.73,0.0,0.93,4.18,9.34,89.66,0,0,1507.54,48000.0,10428.0,7
MN,2.57,26.52,11.29,100.0,7.07,5.37,10.19,95.84,0,0,8480.43,34168.0,28887.0,53
NJ,2.48,21.51,20.18,0.0,8.82,7.71,8.85,65.96,0,0,3373.53,26668.0,20820.0,9
NJ,2.41,28.07,12.82,100.0,7.27,5.03,13.02,95.06,62,1,5615.18,42748.0,16189.0,27
NJ,3.17,26.63,6.48,85.43,2.78,3.36,8.37,96.83,0,0,2851.13,43673.0,10940.0,7
MA,2.83,25.84,8.71,100.0,2.55,5.31,7.3,96.94,0,0,2689.58,53971.0,32383.0,17
NJ,2.92,27.2,12.72,100.0,10.91,7.2,11.5,95.83,117,20,7276.73,30733.0,54780.0,11
NJ,2.79,24.48,14.42,94.69,4.92,5.01,7.66,76.73,96,0,3743.02,40704.0,76371.0,29
OH,3.12,26.36,10.17,100.0,3.6,2.94,5.73,97.81,0,0,2429.14,41726.0,30250.0,61
NJ,2.86,24.31,5.19,60.22,1.33,3.46,7.54,96.81,0,0,1443.33,59069.0,28808.0,35
NJ,2.32,24.38,17.04,100.0,4.63,5.86,8.39,89.5,0,2,1675.9,,20393.0,3
ME,4.31,63.35,5.89,92.61,21.14,4.86,4.68,91.29,0,0,1283.26,27922.0,10573.0,19
MI,2.6,24.32,15.59,100.0,5.5,5.89,8.82,97.88,0,0,4708.85,36771.0,60838.0,163
